Conference,paperIdx,tableIdx,rowIdx,colIdx,type,sc_ch_semantic_0,sc_ch_raw,sc_ch_raw_type,human_Check,obj_cell_values,tableLink,paperLink,semantic_0_clean,semantic_1
Nicotine & Tobacco Research,26,4,11,0,sbjCol,Race/Ethnicity,Race,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32697816,http://dx.doi.org/10.1093/ntr/ntu213,Race/Ethnicity,
Nicotine & Tobacco Research,26,4,12,0,sbjCol,Race/Ethnicity,White,,,1.1 (0.7–1.7); 1.8 (1.0–3.3),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32697816,http://dx.doi.org/10.1093/ntr/ntu213,Race/Ethnicity,White; 
Nicotine & Tobacco Research,26,4,13,0,sbjCol,Race/Ethnicity,Black,,,REF; REF,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32697816,http://dx.doi.org/10.1093/ntr/ntu213,Race/Ethnicity,Black or African American; 
Nicotine & Tobacco Research,26,4,14,0,sbjCol,Race/Ethnicity,Other,,,0.8 (0.5–1.3); 1.5 (0.7–3.0),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32697816,http://dx.doi.org/10.1093/ntr/ntu213,Race/Ethnicity,Others; 
Nicotine & Tobacco Research,27,3,21,0,sbjCol,Race/Ethnicity,Identified minority group,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32698397,http://dx.doi.org/10.1093/ntr/ntu231,Race/Ethnicity,
Nicotine & Tobacco Research,27,4,21,0,sbjCol,Race/Ethnicity,Identified minority group,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32698401,http://dx.doi.org/10.1093/ntr/ntu231,Race/Ethnicity,
Nicotine & Tobacco Research,28,1,9,0,sbjCol,Race/Ethnicity,Racial background,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32698652,http://dx.doi.org/10.1093/ntr/ntu234,Race/Ethnicity,
Nicotine & Tobacco Research,28,1,10,0,sbjCol,Race/Ethnicity,White/Caucasian,,,60.5; 55.0–65.7; 1620,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32698652,http://dx.doi.org/10.1093/ntr/ntu234,Race/Ethnicity,White; 
Nicotine & Tobacco Research,28,1,11,0,sbjCol,Race/Ethnicity,Non-White/other,,,39.5; 34.3–45.0; 1228,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32698652,http://dx.doi.org/10.1093/ntr/ntu234,Race/Ethnicity,Non-White; 
Nicotine & Tobacco Research,28,2,9,0,sbjCol,background,Racial background,,,"F(1.9, 183.1) = 12.6***,a; ; ; ",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32698654,http://dx.doi.org/10.1093/ntr/ntu234,Race/Ethnicity,
Nicotine & Tobacco Research,28,2,10,0,sbjCol,Race/Ethnicity,White/Caucasian,,,17.9 [14.9–21.3]; 62.3 [58.7–65.8]; 19.8c [16.9–23.0]; 1609.0,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32698654,http://dx.doi.org/10.1093/ntr/ntu234,Race/Ethnicity,White; 
Nicotine & Tobacco Research,28,2,11,0,sbjCol,other,Non-White/other,,,9.7 [7.2–13.0]; 61.7 [57.6–65.7]; 28.6c [25.4–32.0]; 1224.0,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32698654,http://dx.doi.org/10.1093/ntr/ntu234,Race/Ethnicity,Non-White; 
Nicotine & Tobacco Research,28,3,9,0,sbjCol,background,Racial background,,,"F(1, 98) = 0.1a; ; ",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32698657,http://dx.doi.org/10.1093/ntr/ntu234,Race/Ethnicity,
Nicotine & Tobacco Research,28,3,10,0,sbjCol,Race/Ethnicity,White/Caucasian,,,27.5 [20.3–36.2]; 72.5 [63.8–79.7]; 295.0,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32698657,http://dx.doi.org/10.1093/ntr/ntu234,Race/Ethnicity,White; 
Nicotine & Tobacco Research,28,3,11,0,sbjCol,other,Non-White/other,,,29.7 [19.0–43.1]; 70.3 [56.9–81.0]; 108.0,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32698657,http://dx.doi.org/10.1093/ntr/ntu234,Race/Ethnicity,Non-White; 
Nicotine & Tobacco Research,28,4,9,0,sbjCol,Race/Ethnicity,Racial background,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32698659,http://dx.doi.org/10.1093/ntr/ntu234,Race/Ethnicity,
Nicotine & Tobacco Research,28,4,10,0,sbjCol,Race/Ethnicity,Non-White/other,,,1.00; 1.00,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32698659,http://dx.doi.org/10.1093/ntr/ntu234,Race/Ethnicity,Non-White; 
Nicotine & Tobacco Research,28,4,11,0,sbjCol,Race/Ethnicity,White/Caucasian,,,2.00 (1.35–2.97)**; 1.79 (1.17–2.75)**,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32698659,http://dx.doi.org/10.1093/ntr/ntu234,Race/Ethnicity,White; 
Nicotine & Tobacco Research,29,1,5,0,sbjCol,Race/Ethnicity,"Race/ethnicity, % (n)",,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32699323,http://dx.doi.org/10.1093/ntr/ntu269,Race/Ethnicity,
Nicotine & Tobacco Research,29,1,6,0,sbjCol,Race/Ethnicity,"White, non-Hispanic",,,"81.0 (1,719); 81.7 (549); 80.6 (1,170); .090",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32699323,http://dx.doi.org/10.1093/ntr/ntu269,Race/Ethnicity,White; non-Hispanic
Nicotine & Tobacco Research,29,1,7,0,sbjCol,Race/Ethnicity,"Black, non-Hispanic",,,11.7 (248); 11.3 (76); 11.9 (172); ,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32699323,http://dx.doi.org/10.1093/ntr/ntu269,Race/Ethnicity,Black or African American; non-Hispanic 
Nicotine & Tobacco Research,29,1,8,0,sbjCol,Race/Ethnicity,Hispanic,,,4.2 (90); 3.0 (20); 4.8 (70); ,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32699323,http://dx.doi.org/10.1093/ntr/ntu269,Race/Ethnicity,; Hispanic
Nicotine & Tobacco Research,29,1,9,0,sbjCol,Race/Ethnicity,Other,,,3.1 (66); 4.0 (27); 2.7 (39); ,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32699323,http://dx.doi.org/10.1093/ntr/ntu269,Race/Ethnicity,Others; 
Nicotine & Tobacco Research,30,1,9,0,sbjCol,Race/Ethnicity,Race/ethnicity,,,Race/ethnicity; Race/ethnicity; Race/ethnicity; 0.08,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32706994,http://dx.doi.org/10.1093/ntr/ntv003,Race/Ethnicity,
Nicotine & Tobacco Research,30,1,10,0,sbjCol,Race/Ethnicity,"White, non-Hispanic",,,"1,819 (68.6); 491 (73.7); 1,328 (67.0); ",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32706994,http://dx.doi.org/10.1093/ntr/ntv003,Race/Ethnicity,White; non-Hispanic
Nicotine & Tobacco Research,30,1,11,0,sbjCol,Race/Ethnicity,"Multiracial/other, non-Hispanic",,,129 (6.5); 39 (8.7); 90 (5.8); ,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32706994,http://dx.doi.org/10.1093/ntr/ntv003,Race/Ethnicity,Multiracial; non-Hispanic
Nicotine & Tobacco Research,30,1,12,0,sbjCol,Race/Ethnicity,Hispanic,,,124 (10.6); 26 (8.095); 98 (11.4); ,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32706994,http://dx.doi.org/10.1093/ntr/ntv003,Race/Ethnicity,; Hispanic
Nicotine & Tobacco Research,30,1,13,0,sbjCol,Race/Ethnicity,"Black, non-Hispanic",,,182 (14.4); 26 (9.7); 156 (15.8); ,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32706994,http://dx.doi.org/10.1093/ntr/ntv003,Race/Ethnicity,Black or African American; non-Hispanic 
Nicotine & Tobacco Research,30,1,33,0,sbjCol,Employment status,Not employed,,,"1,074 (47.7); 266 (45.6); 808 (48.4); ",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32706994,http://dx.doi.org/10.1093/ntr/ntv003,Race/Ethnicity,not-Stated; 
Nicotine & Tobacco Research,30,2,13,0,sbjCol,Type of cigarette smokedc,Other,,,34 (1.3); 11 (1.8); 23 (1.2); ,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32706999,http://dx.doi.org/10.1093/ntr/ntv003,Race/Ethnicity,Others; 
Nicotine & Tobacco Research,33,1,4,0,sbjCol,Race/Ethnicity,Race/ethnicity,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/61484923,http://dx.doi.org/10.1093/ntr/ntu276,Race/Ethnicity,
Nicotine & Tobacco Research,33,1,5,0,sbjCol,Race/Ethnicity,White non-Hispanic,,,673; 54.0; 52.7,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/61484923,http://dx.doi.org/10.1093/ntr/ntu276,Race/Ethnicity,White; non-Hispanic
Nicotine & Tobacco Research,33,1,6,0,sbjCol,Race/Ethnicity,Black non-Hispanic,,,249; 20.0; 20.0,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/61484923,http://dx.doi.org/10.1093/ntr/ntu276,Race/Ethnicity,Black or African American; non-Hispanic 
Nicotine & Tobacco Research,33,1,7,0,sbjCol,Race/Ethnicity,Hispanic,,,239; 19.2; 19.2,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/61484923,http://dx.doi.org/10.1093/ntr/ntu276,Race/Ethnicity,; Hispanic
Nicotine & Tobacco Research,33,1,8,0,sbjCol,Race/Ethnicity,Other non-Hispanic,,,86; 6.9; 8.1,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/61484923,http://dx.doi.org/10.1093/ntr/ntu276,Race/Ethnicity,Others; non-Hispanic
Nicotine & Tobacco Research,33,3,10,0,sbjCol,Race/Ethnicity,Race (reference White non-Hispanic),,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/61484931,http://dx.doi.org/10.1093/ntr/ntu276,Race/Ethnicity,White; non-Hispanic
Nicotine & Tobacco Research,33,3,11,0,sbjCol,Race/Ethnicity,Black non-Hispanic,,,"2.97***; 2.11, 4.17; 3.26***; 1.62, 6.56; 2.48***; 1.67, 3.71; 2.92***; 1.82, 4.68",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/61484931,http://dx.doi.org/10.1093/ntr/ntu276,Race/Ethnicity,Black or African American; non-Hispanic 
Nicotine & Tobacco Research,33,3,12,0,sbjCol,Race/Ethnicity,Other non-Hispanic,,,"1.75**; 1.24, 2.47; 2.36*; 1.21, 4.58; 0.97; 0.68, 1.40; 1.18; 0.76, 1.83",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/61484931,http://dx.doi.org/10.1093/ntr/ntu276,Race/Ethnicity,Others; non-Hispanic
Nicotine & Tobacco Research,33,3,13,0,sbjCol,Race/Ethnicity,Hispanic,,,"1.92*; 1.16, 3.20; 3.42**; 1.39, 8.41; 1.19; 0.70, 2.02; 1.45; 0.76, 2.75",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/61484931,http://dx.doi.org/10.1093/ntr/ntu276,Race/Ethnicity,; Hispanic
Nicotine & Tobacco Research,33,4,10,0,sbjCol,Race/Ethnicity,Race (reference White non-Hispanic),,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/61484935,http://dx.doi.org/10.1093/ntr/ntu276,Race/Ethnicity,White; non-Hispanic
Nicotine & Tobacco Research,33,4,11,0,sbjCol,Race/Ethnicity,Black non-Hispanic,,,"1.95*; 1.13, 3.38; 1.89*; 1.05, 3.39; 2.17**; 1.32, 3.55; 1.98*; 1.11, 3.52",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/61484935,http://dx.doi.org/10.1093/ntr/ntu276,Race/Ethnicity,Black or African American; non-Hispanic 
Nicotine & Tobacco Research,33,4,12,0,sbjCol,Race/Ethnicity,Other non-Hispanic,,,"1.29; 0.79, 2.11; 1.39; 0.82, 2.36; 1.81*; 1.13, 2.90; 1.57; 0.90, 2.76",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/61484935,http://dx.doi.org/10.1093/ntr/ntu276,Race/Ethnicity,Others; non-Hispanic
Nicotine & Tobacco Research,33,4,13,0,sbjCol,Race/Ethnicity,Hispanic,,,"1.11; 0.54, 2.29; 1.61; 0.76, 3.43; 1.33; 0.70, 2.51; 1.13; 0.50, 2.52",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/61484935,http://dx.doi.org/10.1093/ntr/ntu276,Race/Ethnicity,; Hispanic
Nicotine & Tobacco Research,34,1,12,0,sbjCol,Race/Ethnicity,Race/ethnicity,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53629333,http://dx.doi.org/10.1093/ntr/ntu200,Race/Ethnicity,
Nicotine & Tobacco Research,34,1,14,0,sbjCol,Race/Ethnicity,White/non-Hispanic,,,"572; 80.4 (66.5, 89.4); 83.5 (62.0, 94.0); 46.2 (19.9, 74.8); 73.4 (58.2, 84.5); ",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53629333,http://dx.doi.org/10.1093/ntr/ntu200,Race/Ethnicity,White; non-Hispanic
Nicotine & Tobacco Research,34,2,10,0,sbjCol,Race/Ethnicity,Race/ethnicity,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53629336,http://dx.doi.org/10.1093/ntr/ntu200,Race/Ethnicity,
Nicotine & Tobacco Research,34,2,12,0,sbjCol,Race/Ethnicity,White non-Hispanic,,,1.00 (ref); 1.00 (ref); 1.00 (ref),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53629336,http://dx.doi.org/10.1093/ntr/ntu200,Race/Ethnicity,White; non-Hispanic
Nicotine & Tobacco Research,36,1,16,0,sbjCol,Brand,Other,,,16.6; 6.1; 34.7; 5.5; 109.0; −0.6,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32702124,http://dx.doi.org/10.1093/ntr/ntu282,Race/Ethnicity,Others; 
Nicotine & Tobacco Research,36,1,21,0,sbjCol,Flavor,Otherc,,,2.3; 0.8; 27.7; 3.4; 1104.3; 2.6,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32702124,http://dx.doi.org/10.1093/ntr/ntu282,Race/Ethnicity,Others; 
Nicotine & Tobacco Research,36,1,29,0,sbjCol,Sized,Other,,,0.2; 0.1; 10.1; 1.6; 4950.0; 1.5,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32702124,http://dx.doi.org/10.1093/ntr/ntu282,Race/Ethnicity,Others; 
Nicotine & Tobacco Research,36,2,10,0,sbjCol,Flavor,Otherb,,,2.1; 4.0; 19.0; 6.8; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32702128,http://dx.doi.org/10.1093/ntr/ntu282,Race/Ethnicity,Others; 
Nicotine & Tobacco Research,36,2,16,0,sbjCol,Sizec,Other,,,0.0; 0.0; 9.5; 3.4; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32702128,http://dx.doi.org/10.1093/ntr/ntu282,Race/Ethnicity,Others; 
Nicotine & Tobacco Research,39,1,2,0,sbjCol,Race/Ethnicity,Ethnicity,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33544976,http://dx.doi.org/10.1093/ntr/ntu342,Race/Ethnicity,
Nicotine & Tobacco Research,39,1,3,0,sbjCol,Race/Ethnicity,White British,,,644 (97.3%); 374 (96.4%); .418,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33544976,http://dx.doi.org/10.1093/ntr/ntu342,Race/Ethnicity,White; 
Nicotine & Tobacco Research,39,1,4,0,sbjCol,Race/Ethnicity,Asian/other background,,,18 (2.7%); 14 (3.6%); .418,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33544976,http://dx.doi.org/10.1093/ntr/ntu342,Race/Ethnicity,Others; 
Nicotine & Tobacco Research,46,1,1,0,sbjCol,Race/Ethnicity,Race,,,Race; Race; x2 = 59.59***; < .001,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33548151,http://dx.doi.org/10.1093/ntr/ntv001,Race/Ethnicity,
Nicotine & Tobacco Research,46,1,2,0,sbjCol,Race/Ethnicity,White,,,256 (22.35%); 639 (22.52%); ; ,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33548151,http://dx.doi.org/10.1093/ntr/ntv001,Race/Ethnicity,White; 
Nicotine & Tobacco Research,46,1,3,0,sbjCol,Race/Ethnicity,Black,,,"309 (26.98%); 1,069 (37.68%); ; ",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33548151,http://dx.doi.org/10.1093/ntr/ntv001,Race/Ethnicity,Black or African American; 
Nicotine & Tobacco Research,46,1,4,0,sbjCol,Race/Ethnicity,Latino/Hispanic,,,222 (19.38%); 388 (13.67%); ; ,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33548151,http://dx.doi.org/10.1093/ntr/ntv001,Race/Ethnicity,Latino; Hispanic
Nicotine & Tobacco Research,46,1,5,0,sbjCol,Race/Ethnicity,Asian American,,,64 (5.58%); 185 (6.52%); ; ,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33548151,http://dx.doi.org/10.1093/ntr/ntv001,Race/Ethnicity,Asian ; 
Nicotine & Tobacco Research,46,1,6,0,sbjCol,Race/Ethnicity,Other,,,294 (25.67%); 556 (19.59%); ; ,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33548151,http://dx.doi.org/10.1093/ntr/ntv001,Race/Ethnicity,Others; 
Nicotine & Tobacco Research,46,2,1,0,sbjCol,Race/Ethnicity,Race,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33548153,http://dx.doi.org/10.1093/ntr/ntv001,Race/Ethnicity,
Nicotine & Tobacco Research,46,2,2,0,sbjCol,Race/Ethnicity,White (Ref),,,ref; ref; ref; ref; ref; ref,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33548153,http://dx.doi.org/10.1093/ntr/ntv001,Race/Ethnicity,White; 
Nicotine & Tobacco Research,46,2,3,0,sbjCol,Race/Ethnicity,Black,,,"0.64 (0.56, 0.74)****; 0.70 (0.61, 0.80)***; 0.60 (0.49, 0.73)***; 0.62 (0.51, 0.76)***; 0.70 (0.58, 0.84)***; 0.78 (0.65, 0.95)*",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33548153,http://dx.doi.org/10.1093/ntr/ntv001,Race/Ethnicity,Black or African American; 
Nicotine & Tobacco Research,46,2,4,0,sbjCol,Race/Ethnicity,Latino/Hispanic,,,"1.05 (0.91, 1.21); 1.02 (0.89, 1.17); 1.05 (0.86, 1.28); 1.01 (0.83, 1.23); 1.05 (0.86, 1.28); 1.04 (0.85, 1.27)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33548153,http://dx.doi.org/10.1093/ntr/ntv001,Race/Ethnicity,Latino; Hispanic
Nicotine & Tobacco Research,46,2,5,0,sbjCol,Race/Ethnicity,Asian American,,,"0.74 (0.59, 0.93)**; 0.74 (0.58, 0.95)*; 0.67 (0.47, 0.95)*; 0.68 (0.44, 0.87)*; 0.81 (0.59, 1.10); 0.83 (0.59, 1.16)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33548153,http://dx.doi.org/10.1093/ntr/ntv001,Race/Ethnicity,Asian ; 
Nicotine & Tobacco Research,46,2,6,0,sbjCol,Race/Ethnicity,Other,,,"0.82 (0.71, 0.95)**; 0.91 (0.79, 1.05); 0.78 (0.62, 0.94)*; 0.84 (0.68, 1.04); 0.88 (0.73, 1.06); 0.99 (0.82, 1.19)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33548153,http://dx.doi.org/10.1093/ntr/ntv001,Race/Ethnicity,Others; 
Nicotine & Tobacco Research,48,1,3,0,sbjCol,Race/Ethnicity,Racial/ethnic minority,,,10%; 8%; 0.75,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33547441,http://dx.doi.org/10.1093/ntr/ntu347,Race/Ethnicity,
Nicotine & Tobacco Research,49,1,2,0,sbjCol,Race/Ethnicity,Race,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33552065,http://dx.doi.org/10.1093/ntr/ntv011,Race/Ethnicity,
Nicotine & Tobacco Research,49,1,3,0,sbjCol,Race/Ethnicity,White,,,25 (80.7%); 29 (82.9%),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33552065,http://dx.doi.org/10.1093/ntr/ntv011,Race/Ethnicity,White; 
Nicotine & Tobacco Research,49,1,4,0,sbjCol,Race/Ethnicity,Black/African-American,,,3 (9.7%); 6 (17.1%),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33552065,http://dx.doi.org/10.1093/ntr/ntv011,Race/Ethnicity,Black or African American; 
Nicotine & Tobacco Research,49,1,5,0,sbjCol,Race/Ethnicity,Othera,,,3 (9.7%)a; 0 (0.0%),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33552065,http://dx.doi.org/10.1093/ntr/ntv011,Race/Ethnicity,Others; 
Nicotine & Tobacco Research,49,1,6,0,sbjCol,Race/Ethnicity,Hispanic/Latino,,,2 (6.4%); 0 (0.0%),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33552065,http://dx.doi.org/10.1093/ntr/ntv011,Race/Ethnicity,Latino; Hispanic
Nicotine & Tobacco Research,52,1,2,0,sbjCol,Race/Ethnicity,Non-Hispanic,,,24.1±5.0; 26.6±5.8˄; 25.2±5.5*,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/45370562,http://dx.doi.org/10.1093/ntr/ntv042,Race/Ethnicity,; non-Hispanic
Nicotine & Tobacco Research,52,1,3,0,sbjCol,Race/Ethnicity,Hispanic,,,23.6±4.4; 26.6±7.1; 23.7±4.5,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/45370562,http://dx.doi.org/10.1093/ntr/ntv042,Race/Ethnicity,; Hispanic
Nicotine & Tobacco Research,52,1,5,0,sbjCol,Race/Ethnicity,Non-Hispanic,,,26.6±6.7; 25.5±6.2; 26.1±6.5,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/45370562,http://dx.doi.org/10.1093/ntr/ntv042,Race/Ethnicity,; non-Hispanic
Nicotine & Tobacco Research,52,1,6,0,sbjCol,Race/Ethnicity,Hispanic,,,26.9±6.7; 27.0±5.9; 26.9±6.6,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/45370562,http://dx.doi.org/10.1093/ntr/ntv042,Race/Ethnicity,; Hispanic
Nicotine & Tobacco Research,52,1,8,0,sbjCol,Race/Ethnicity,Non-Hispanic,,,45 (71%); 21(42%)˄˄; 66 (58%)*,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/45370562,http://dx.doi.org/10.1093/ntr/ntv042,Race/Ethnicity,; non-Hispanic
Nicotine & Tobacco Research,52,1,9,0,sbjCol,Race/Ethnicity,Hispanic,,,158 (79%); 4 (40%)˄˄; 162 (77%),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/45370562,http://dx.doi.org/10.1093/ntr/ntv042,Race/Ethnicity,; Hispanic
Nicotine & Tobacco Research,52,1,11,0,sbjCol,Race/Ethnicity,Non-Hispanic,,,43 (68%); 36 (74%); 79 (71%)*,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/45370562,http://dx.doi.org/10.1093/ntr/ntv042,Race/Ethnicity,; non-Hispanic
Nicotine & Tobacco Research,52,1,12,0,sbjCol,Race/Ethnicity,Hispanic,,,70 (35%); 5 (50%); 75 (36%),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/45370562,http://dx.doi.org/10.1093/ntr/ntv042,Race/Ethnicity,; Hispanic
Nicotine & Tobacco Research,52,1,14,0,sbjCol,Race/Ethnicity,Non-Hispanic,,,18.3±11.0; 18.1±5.8; 18.2±9.1*,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/45370562,http://dx.doi.org/10.1093/ntr/ntv042,Race/Ethnicity,; non-Hispanic
Nicotine & Tobacco Research,52,1,15,0,sbjCol,Race/Ethnicity,Hispanic,,,14.3±10.0; 13.9±8.8; 14.3±9.9,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/45370562,http://dx.doi.org/10.1093/ntr/ntv042,Race/Ethnicity,; Hispanic
Nicotine & Tobacco Research,52,1,17,0,sbjCol,Race/Ethnicity,Non-Hispanic,,,15.0±3.6; 15.6±2.9; 15.3±3.3,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/45370562,http://dx.doi.org/10.1093/ntr/ntv042,Race/Ethnicity,; non-Hispanic
Nicotine & Tobacco Research,52,1,18,0,sbjCol,Race/Ethnicity,Hispanic,,,15.8±3.2; 17.7±3.6; 15.9±3.2,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/45370562,http://dx.doi.org/10.1093/ntr/ntv042,Race/Ethnicity,; Hispanic
Nicotine & Tobacco Research,52,1,20,0,sbjCol,Race/Ethnicity,Non-Hispanic,,,3.4±2.0; 3.9±1.8; 3.7±1.9,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/45370562,http://dx.doi.org/10.1093/ntr/ntv042,Race/Ethnicity,; non-Hispanic
Nicotine & Tobacco Research,52,1,21,0,sbjCol,Race/Ethnicity,Hispanic,,,3.6±2.0; 3.3±2.2; 3.6±2.0,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/45370562,http://dx.doi.org/10.1093/ntr/ntv042,Race/Ethnicity,; Hispanic
Nicotine & Tobacco Research,52,2,1,0,sbjCol,Race/Ethnicity,Non-Hispanic ( n = 113),,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/45370567,http://dx.doi.org/10.1093/ntr/ntv042,Race/Ethnicity,; non-Hispanic
Nicotine & Tobacco Research,52,2,5,0,sbjCol,Race/Ethnicity,Hispanic ( n = 210),,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/45370567,http://dx.doi.org/10.1093/ntr/ntv042,Race/Ethnicity,; Hispanic
Nicotine & Tobacco Research,52,3,1,0,sbjCol,Race/Ethnicity,Non-Hispanic,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/45370569,http://dx.doi.org/10.1093/ntr/ntv042,Race/Ethnicity,; non-Hispanic
