sc_ch_raw,tableLbink,sc_ch_raw_clean,semantic_0_clean,raceTerm,ethnicTerm
Asian/Hawaiian/Pacific Islander/Other,"http://www.tobaccopreventioncessation.com/A-pilot-study-assessing-the-addition-of-a-Quit-and-Win-nprogram-to-pharmacist-led,113356,0,2.html#t0001",asian hawaiian pacific islander other,,,
Asian/Indian,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/137015712,asian indian,,,
Asian/More than one/not reported,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/119653969,asian more than one not reported,,,
Asian/Native Hawaiian/Pacific Islander,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/87405503,asian native hawaiian pacific islander,,,
Asian/Others,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/225689710,asian others,,,
Asian/PI,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53627824,asian pi,,,
Asian/Pacific Islander,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53618854,asian pacific islander,,,
"Asian/Pacific Islander, NH",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42806970,asian pacific islander  nh,,,
Asian/Pacific islander,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53624308,asian pacific islander,,,
Asian/non-Hispanic,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204704216,asian non hispanic,,,
Asian/other background,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33544976,asian other background,,,
Asian/others,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/225689688,asian others,,,
At least high-school education,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/222876932,at least high school education,,,
At least one prior quit attempt,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/206834629,at least one prior quit attempt,,,
Attitudes toward smoke-free policies,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/222862043?guestAccessKey=b154b9f1-3faa-4d38-b55a-1e6bc722c8c3,attitudes toward smoke free policies,,,
Average Cig/d,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113582821,average cig d,,,
Average number of cigarettes smoked per day,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/95129519,average number of cigarettes smoked per day,,,
Aversion (Mean (SD)),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/137015786,aversion  mean  sd,,,
B,"http://www.tobaccoinduceddiseases.org/The-comparative-effectiveness-of-two-brief-tobacco-ninterventions-in-the-U-S-Air,87142,0,2.html#t0001",b,,,
BMI (kg/m2),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/96535775,bmi  kg m2,,,
"BMI, kg/m2",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/205612986,bmi  kg m2,,,
Bangladeshi,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/165678065,bangladeshi,,,
Baseline CO level (ppm),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/45376828,baseline co level  ppm,,,
Baseline CPD (M ± SD),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113603750,baseline cpd  m ± sd,,,
Baseline breath CO level (ppm),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42803868,baseline breath co level  ppm,,,
Baseline clinical characteristics,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133790561,baseline clinical characteristics,,,
Baseline cotinine (ng/ml) [median (IQR)],https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/36552348,baseline cotinine  ng ml   median  iqr,,,
Baseline number of cigarettes per day,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32948237,baseline number of cigarettes per day,,,
Beck Depression Inventory,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/48912532,beck depression inventory,,,
Beck depression inventory,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204302954,beck depression inventory,,,
Below poverty line,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/121766001,below poverty line,,,
Bi-racial,"http://www.tobaccopreventioncessation.com/School-level-disadvantage-and-failed-cessation-treatment-namong-adolescent-smokers,87074,0,2.html#t0002",bi racial,,,
Biracial,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113598961,biracial,,,
"Biracial/multiracial/other, non-Hispanic",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/77028085,biracial multiracial other  non hispanic,,,
Black,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32946177,black,,,
Black (%),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/36561392,black,,,
Black (n = 756),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/202710515,black  n   756,,,
Black (non-Hispanic),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/87405503,black  non hispanic,,,
Black (vs. White),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/121766106,black  vs  white,,,
Black / African American,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113589377,black   african american,,,
Black African,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32936621,black african,,,
Black Africans,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32936618,black africans,,,
Black Caribbean,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/165678065,black caribbean,,,
Black Non-Hispanic,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/116437432,black non hispanic,,,
Black Otherf,"http://www.tobaccopreventioncessation.com/Associations-between-tobacco-use-patterns-and-demographic-characteristics-of-sexual,130348,0,2.html#t0001",black otherf,,,
"Black female, higher income (6)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/222869855,black female  higher income  6,,,
"Black female, lower income (7)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/222869855,black female  lower income  7,,,
"Black male, higher income (4)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/222869855,black male  higher income  4,,,
"Black male, lower income (5)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/222869855,black male  lower income  5,,,
Black non-Hispanic,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/61484923,black non hispanic,,,
Black or African American,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/115628504,black or african american,,,
"Black or African American, NH",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33447927,black or african american  nh,,,
"Black or African American, non-Hispanic",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/202711061,black or african american  non hispanic,,,
Black race,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113608609,black race,,,
Black vs. White,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42805973,black vs  white,,,
Black vs. white,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606247,black vs  white,,,
"Black, %",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/20462332,black,,,
"Black, N (%)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120967545,black  n,,,
"Black, N (%)**",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133790561,black  n,,,
"Black, NH",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53630193,black  nh,,,
"Black, NH (12.0%)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113589307,black  nh  12 0,,,
"Black, Non-Hispanic",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42808488,black  non hispanic,,,
"Black, n (%)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/183587281,black  n,,,
"Black, non-Hispanic",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/77028085,black  non hispanic,,,
"Black, nonHispanic",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128204209,black  nonhispanic,,,
"Black-A/A, non-Hispanic",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/45370180,black a a  non hispanic,,,
Black/ African American,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/105410769,black  african american,,,
"Black/AA, non-Hispanic",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/124688373,black aa  non hispanic,,,
Black/African American,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/87431917,black african american,,,
"Black/African American, Non-Hispanic",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/114856291,black african american  non hispanic,,,
Black/African-American,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33552065,black african american,,,
Black/African/Caribbean,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113606620,black african caribbean,,,
Blacks,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204704290,blacks,,,
Body Image Acceptance and Action Questionnaire (BI-AAQ)*,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/206835010,body image acceptance and action questionnaire  bi aaq,,,
Body mass index,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/77034609,body mass index,,,
Body mass index (BMI),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/206835010,body mass index  bmi,,,
"Body mass index, mean (SD), kg/m2",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133792672,body mass index  mean  sd   kg m2,,,
Breath CO (ppm),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/48912583,breath co  ppm,,,
Breath carbon monoxide,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/190482808,breath carbon monoxide,,,
Brief Psychiatric Rating Scale,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/48912532,brief psychiatric rating scale,,,
British–white,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/36552348,british–white,,,
Bumiputra Sabah,"http://www.tobaccoinduceddiseases.org/Exposure-to-secondhand-smoke-among-school-going-nadolescents-in-Malaysia-Findings,128622,0,2.html#t0001",bumiputra sabah,,,
Bumiputra Sarawak,"http://www.tobaccoinduceddiseases.org/Exposure-to-secondhand-smoke-among-school-going-nadolescents-in-Malaysia-Findings,128622,0,2.html#t0001",bumiputra sarawak,,,
B—Fully adjusted models with race/ethnicity by inequality–tertile interaction terms High Diff. (95% CI),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/97497975,b fully adjusted models with race ethnicity by inequality–tertile interaction terms high diff   95  ci,,,
B—Fully adjusted models with race/ethnicity by inequality–tertile interaction terms Lowb Diff. (95% CI),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/97497975,b fully adjusted models with race ethnicity by inequality–tertile interaction terms lowb diff   95  ci,,,
B—Fully adjusted models with race/ethnicity by inequality–tertile interaction terms Moderate Diff. (95% CI),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/97497975,b fully adjusted models with race ethnicity by inequality–tertile interaction terms moderate diff   95  ci,,,
CD/ODD,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133791213,cd odd,,,
CES-D,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113603878,ces d,,,
CES-D positive affect,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33552065,ces d positive affect,,,
CES-D score,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/48912583,ces d score,,,
CES-D total score,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33552065,ces d total score,,,
COPD,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/87404655,copd,,,
CPD,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42805973,cpd,,,
CPD (M (SD)),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/48911949,cpd  m  sd,,,
CPSD (M (SD)),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/48911949,cpsd  m  sd,,,
"California, Central/ South American",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013662,california  central  south american,,,
"California, Mexican American",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013662,california  mexican american,,,
Cannabis past 30 days (%),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/48912583,cannabis past 30 days,,,
Caucasian,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32946177,caucasian,,,
Caucasian (%),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/20458778,caucasian,,,
"Caucasian (n), %",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/20468455,caucasian  n,,,
Caucasian (vs. other races),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133792570,caucasian  vs  other races,,,
"Caucasian, %",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/20462332,caucasian,,,
"Caucasian, N (%)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/191023072,caucasian  n,,,
"Caucasian, n (%)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/105411476,caucasian  n,,,
Caucasian/White,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204303117,caucasian white,,,
Caucasian/White race,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/77023971,caucasian white race,,,
Caucasian/white,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/140384955,caucasian white,,,
Central African Republic,"http://www.tobaccoinduceddiseases.org/A-bibliometric-analysis-of-clinical-study-literature-of-traditional-nChinese-medicine,86330,0,2.html#t0001",central african republic,,,
Central Asian,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113606620,central asian,,,
Central/South American,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013662,central south american,,,
Children in household (any)c,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113610873,children in household  any c,,,
Chinese,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32953847,chinese,,,
Chinese (Ref.),"http://www.tobaccoinduceddiseases.org/Exposure-to-secondhand-smoke-among-school-going-nadolescents-in-Malaysia-Findings,128622,0,2.html#t0003",chinese  ref,,,
Chinese Acupuncture & Moxibustion,"http://www.tobaccoinduceddiseases.org/A-bibliometric-analysis-of-clinical-study-literature-of-traditional-nChinese-medicine,86330,0,2.html#t0003",chinese acupuncture   moxibustion,,,
Chinese Han,"http://www.tobaccoinduceddiseases.org/To-text-or-not-to-text-Acceptability-of-WeChat-and-text-nmessaging-intervention-to,114089,0,2.html#t0001",chinese han,,,
