idx,Year,Location,Country,Global,paperIdx,tableIdx,Race/Ethnicity,RaceGroup,RaceSubGroup,total,unit,type,value,proportion,tableLink,paperLink,"Coder1 (0-weighted, 1=unweighted) ",Coder 1 notes,"Coder2 (0-weighted, 1=unweighted) ",Unnamed: 20
37,2015,USA (assumed),USA,USA,8,1,Others;,Others,,1742,%,Total,15.74,15.74,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33445055,http://dx.doi.org/10.1093/ntr/ntu242,,,,
38,2015,USA (assumed),USA,USA,8,1,Others;,Others,,478,%,Self-identified and behavioral,15.27,15.27,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33445055,http://dx.doi.org/10.1093/ntr/ntu242,,,,
39,2015,USA (assumed),USA,USA,8,1,Others;,Others,,797,%,Self-identified and not behavioral,16.69,16.69,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33445055,http://dx.doi.org/10.1093/ntr/ntu242,,,,
40,2015,USA (assumed),USA,USA,8,1,Others;,Others,,467,%,Not social smokers,14.56,14.56,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33445055,http://dx.doi.org/10.1093/ntr/ntu242,,,,
41,2015,USA (assumed),USA,USA,9,1,White;,White,,2376,%,all smokers,33.5,33.5,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33444128,http://dx.doi.org/10.1093/ntr/ntu241,,,,
42,2015,USA (assumed),USA,USA,9,1,White;,White,,2157,%,non-ec users,33.6,33.6,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33444128,http://dx.doi.org/10.1093/ntr/ntu241,,,,
43,2015,USA (assumed),USA,USA,9,1,White;,White,,219,%,ec usersc,32.9,32.9,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33444128,http://dx.doi.org/10.1093/ntr/ntu241,,,,
44,2015,USA (assumed),USA,USA,9,1,Latin American;,Hispanic,,2376,%,all smokers,33.1,33.1,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33444128,http://dx.doi.org/10.1093/ntr/ntu241,,,,
45,2015,USA (assumed),USA,USA,9,1,Latin American;,Hispanic,,2157,%,non-ec users,32.2,32.2,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33444128,http://dx.doi.org/10.1093/ntr/ntu241,,,,
46,2015,USA (assumed),USA,USA,9,1,Latin American;,Hispanic,,219,%,ec usersc,41.6,41.6,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33444128,http://dx.doi.org/10.1093/ntr/ntu241,,,,
47,2015,USA (assumed),USA,USA,9,1,Black or African American;,Black or African American,,2376,%,all smokers,33.4,33.4,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33444128,http://dx.doi.org/10.1093/ntr/ntu241,,,,
48,2015,USA (assumed),USA,USA,9,1,Black or African American;,Black or African American,,2157,%,non-ec users,34.2,34.2,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33444128,http://dx.doi.org/10.1093/ntr/ntu241,,,,
49,2015,USA (assumed),USA,USA,9,1,Black or African American;,Black or African American,,219,%,ec usersc,25.6,25.6,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33444128,http://dx.doi.org/10.1093/ntr/ntu241,,,,
39,2015,USA,USA,USA,10,1,White;,White,,15198,%,smokefree home,77,77,https://tobaccocontrol.bmj.com/highwire/markup/145029/expansion?width=1000&height=500&iframe=true&postprocessors=highwire_tables%2Chighwire_reclass%2Chighwire_figures%2Chighwire_math%2Chighwire_inline_linked_media%2Chighwire_embed,http://dx.doi.org/10.1136/tobaccocontrol-2013-051121,,,,
40,2015,USA,USA,USA,10,1,White;,White,,14026,%,smokefree car,78.1,78.1,https://tobaccocontrol.bmj.com/highwire/markup/145029/expansion?width=1000&height=500&iframe=true&postprocessors=highwire_tables%2Chighwire_reclass%2Chighwire_figures%2Chighwire_math%2Chighwire_inline_linked_media%2Chighwire_embed,http://dx.doi.org/10.1136/tobaccocontrol-2013-051121,,,,
41,2015,USA,USA,USA,10,1,Black or African American;,Black or African American,,15198,%,smokefree home,70.9,70.9,https://tobaccocontrol.bmj.com/highwire/markup/145029/expansion?width=1000&height=500&iframe=true&postprocessors=highwire_tables%2Chighwire_reclass%2Chighwire_figures%2Chighwire_math%2Chighwire_inline_linked_media%2Chighwire_embed,http://dx.doi.org/10.1136/tobaccocontrol-2013-051121,,,,
42,2015,USA,USA,USA,10,1,Black or African American;,Black or African American,,14026,%,smokefree car,79.2,79.2,https://tobaccocontrol.bmj.com/highwire/markup/145029/expansion?width=1000&height=500&iframe=true&postprocessors=highwire_tables%2Chighwire_reclass%2Chighwire_figures%2Chighwire_math%2Chighwire_inline_linked_media%2Chighwire_embed,http://dx.doi.org/10.1136/tobaccocontrol-2013-051121,,,,
43,2015,USA,USA,USA,10,1,Others;,Others,,15198,%,smokefree home,80.1,80.1,https://tobaccocontrol.bmj.com/highwire/markup/145029/expansion?width=1000&height=500&iframe=true&postprocessors=highwire_tables%2Chighwire_reclass%2Chighwire_figures%2Chighwire_math%2Chighwire_inline_linked_media%2Chighwire_embed,http://dx.doi.org/10.1136/tobaccocontrol-2013-051121,,,,
44,2015,USA,USA,USA,10,1,Others;,Others,,14026,%,smokefree car,82.1,82.1,https://tobaccocontrol.bmj.com/highwire/markup/145029/expansion?width=1000&height=500&iframe=true&postprocessors=highwire_tables%2Chighwire_reclass%2Chighwire_figures%2Chighwire_math%2Chighwire_inline_linked_media%2Chighwire_embed,http://dx.doi.org/10.1136/tobaccocontrol-2013-051121,,,,
50,2015,"Minneapolis,MN,USA",USA,USA,11,1,Black or African American;,Black or African American,,430,num,total,242,56.3,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33441638,http://dx.doi.org/10.1093/ntr/ntu210,,,,
51,2015,"Minneapolis,MN,USA",USA,USA,11,1,Black or African American;,Black or African American,,327,num,completed week 8,188,57.5,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33441638,http://dx.doi.org/10.1093/ntr/ntu210,,,,
52,2015,"Minneapolis,MN,USA",USA,USA,11,1,Black or African American;,Black or African American,,103,num,did not complete week 8,54,52.4,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33441638,http://dx.doi.org/10.1093/ntr/ntu210,,,,
53,2015,"Minneapolis,MN,USA",USA,USA,11,1,White; non-Hispanic,White,,430,num,total,153,35.6,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33441638,http://dx.doi.org/10.1093/ntr/ntu210,,,,
54,2015,"Minneapolis,MN,USA",USA,USA,11,1,White; non-Hispanic,White,,327,num,completed week 8,111,33.9,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33441638,http://dx.doi.org/10.1093/ntr/ntu210,,,,
55,2015,"Minneapolis,MN,USA",USA,USA,11,1,White; non-Hispanic,White,,103,num,did not complete week 8,42,40.8,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33441638,http://dx.doi.org/10.1093/ntr/ntu210,,,,
56,2015,"Minneapolis,MN,USA",USA,USA,11,1,Others;,Others,,430,num,total,35,8.1,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33441638,http://dx.doi.org/10.1093/ntr/ntu210,,,,
57,2015,"Minneapolis,MN,USA",USA,USA,11,1,Others;,Others,,327,num,completed week 8,28,8.6,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33441638,http://dx.doi.org/10.1093/ntr/ntu210,,,,
58,2015,"Minneapolis,MN,USA",USA,USA,11,1,Others;,Others,,103,num,did not complete week 8,7,6.8,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33441638,http://dx.doi.org/10.1093/ntr/ntu210,,,,
59,2015,"Minneapolis,MN,USA",USA,USA,11,2,Black or African American;,Black or African American,,430,num,total,242,56.3,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33441641,http://dx.doi.org/10.1093/ntr/ntu210,,,,
60,2015,"Minneapolis,MN,USA",USA,USA,11,2,Black or African American;,Black or African American,,324,num,completed week 26,192,59.3,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33441641,http://dx.doi.org/10.1093/ntr/ntu210,,,,
61,2015,"Minneapolis,MN,USA",USA,USA,11,2,Black or African American;,Black or African American,,106,num,did not complete week 26,50,47.2,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33441641,http://dx.doi.org/10.1093/ntr/ntu210,,,,
62,2015,"Minneapolis,MN,USA",USA,USA,11,2,White; non-Hispanic,White,,430,num,total,153,35.6,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33441641,http://dx.doi.org/10.1093/ntr/ntu210,,,,
63,2015,"Minneapolis,MN,USA",USA,USA,11,2,White; non-Hispanic,White,,324,num,completed week 26,109,33.6,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33441641,http://dx.doi.org/10.1093/ntr/ntu210,,,,
64,2015,"Minneapolis,MN,USA",USA,USA,11,2,White; non-Hispanic,White,,106,num,did not complete week 26,44,41.5,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33441641,http://dx.doi.org/10.1093/ntr/ntu210,,,,
65,2015,"Minneapolis,MN,USA",USA,USA,11,2,Others;,Others,,430,num,total,35,8.1,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33441641,http://dx.doi.org/10.1093/ntr/ntu210,,,,
66,2015,"Minneapolis,MN,USA",USA,USA,11,2,Others;,Others,,324,num,completed week 26,23,7.1,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33441641,http://dx.doi.org/10.1093/ntr/ntu210,,,,
67,2015,"Minneapolis,MN,USA",USA,USA,11,2,Others;,Others,,106,num,did not complete week 26,12,11.3,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33441641,http://dx.doi.org/10.1093/ntr/ntu210,,,,
68,2015,the United States,USA,USA,12,1,Black or African American;,Black or African American,,1201,%,total,33.4,33.4,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33448324,http://dx.doi.org/10.1093/ntr/ntu272,,,,
69,2015,the United States,USA,USA,12,1,Black or African American;,Black or African American,,904,%,converted nondaily,32.63,32.63,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33448324,http://dx.doi.org/10.1093/ntr/ntu272,,,,
70,2015,the United States,USA,USA,12,1,Black or African American;,Black or African American,,297,%,native nondaily,35.69,35.69,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33448324,http://dx.doi.org/10.1093/ntr/ntu272,,,,
71,2015,the United States,USA,USA,12,1,Latin American;,Hispanic,,1201,%,total,33.3,33.3,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33448324,http://dx.doi.org/10.1093/ntr/ntu272,,,,
72,2015,the United States,USA,USA,12,1,Latin American;,Hispanic,,904,%,converted nondaily,33.19,33.19,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33448324,http://dx.doi.org/10.1093/ntr/ntu272,,,,
73,2015,the United States,USA,USA,12,1,Latin American;,Hispanic,,297,%,native nondaily,33.67,33.67,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33448324,http://dx.doi.org/10.1093/ntr/ntu272,,,,
74,2015,the United States,USA,USA,12,1,White;,White,,1201,%,total,33.3,33.3,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33448324,http://dx.doi.org/10.1093/ntr/ntu272,,,,
75,2015,the United States,USA,USA,12,1,White;,White,,904,%,converted nondaily,34.18,34.18,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33448324,http://dx.doi.org/10.1093/ntr/ntu272,,,,
76,2015,the United States,USA,USA,12,1,White;,White,,297,%,native nondaily,30.64,30.64,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33448324,http://dx.doi.org/10.1093/ntr/ntu272,,,,
77,2015,"North Carolina,Virginia",USA,USA,13,1,Non-White;,Others,,964,num,n,173,18.2,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33453135,http://dx.doi.org/10.1093/ntr/ntu336,,,,
78,2015,"North Carolina,Virginia",USA,USA,13,1,White;,White,,964,num,n,777,81.8,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33453135,http://dx.doi.org/10.1093/ntr/ntu336,,,,
79,2015,"North Carolina,Virginia",USA,USA,13,1,; Hispanic,Hispanic,,964,num,n,63,6.6,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33453135,http://dx.doi.org/10.1093/ntr/ntu336,,,,
80,2015,"North Carolina,Virginia",USA,USA,13,1,; non-Hispanic,Others,,964,num,n,893,93.4,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33453135,http://dx.doi.org/10.1093/ntr/ntu336,,,,
81,2015,USA (assumed),USA,USA,16,1,White; non-Hispanic,White,,228,%,whole sample,52,52,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/77028085,http://dx.doi.org/10.1093/ntr/ntu137,,,,
82,2015,USA (assumed),USA,USA,16,1,White; non-Hispanic,White,,41,%,wss use yes,42,42,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/77028085,http://dx.doi.org/10.1093/ntr/ntu137,,,,
83,2015,USA (assumed),USA,USA,16,1,White; non-Hispanic,White,,187,%,wss use no,54,54,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/77028085,http://dx.doi.org/10.1093/ntr/ntu137,,,,
84,2015,USA (assumed),USA,USA,16,1,Black or African American; non-Hispanic,Black or African American,,228,%,whole sample,10,10,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/77028085,http://dx.doi.org/10.1093/ntr/ntu137,,,,
85,2015,USA (assumed),USA,USA,16,1,Black or African American; non-Hispanic,Black or African American,,41,%,wss use yes,4,4,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/77028085,http://dx.doi.org/10.1093/ntr/ntu137,,,,
86,2015,USA (assumed),USA,USA,16,1,Black or African American; non-Hispanic,Black or African American,,187,%,wss use no,11,11,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/77028085,http://dx.doi.org/10.1093/ntr/ntu137,,,,
87,2015,USA (assumed),USA,USA,16,1,; Hispanic,Hispanic,,228,%,whole sample,26,26,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/77028085,http://dx.doi.org/10.1093/ntr/ntu137,,,,
88,2015,USA (assumed),USA,USA,16,1,; Hispanic,Hispanic,,41,%,wss use yes,41,41,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/77028085,http://dx.doi.org/10.1093/ntr/ntu137,,,,
89,2015,USA (assumed),USA,USA,16,1,; Hispanic,Hispanic,,187,%,wss use no,23,23,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/77028085,http://dx.doi.org/10.1093/ntr/ntu137,,,,
90,2015,USA (assumed),USA,USA,16,1,Multiracial; non-Hispanic,Multiracial,,228,%,whole sample,13,13,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/77028085,http://dx.doi.org/10.1093/ntr/ntu137,,,,
91,2015,USA (assumed),USA,USA,16,1,Multiracial; non-Hispanic,Multiracial,,41,%,wss use yes,13,13,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/77028085,http://dx.doi.org/10.1093/ntr/ntu137,,,,
92,2015,USA (assumed),USA,USA,16,1,Multiracial; non-Hispanic,Multiracial,,187,%,wss use no,13,13,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/77028085,http://dx.doi.org/10.1093/ntr/ntu137,,,,
93,2015,USA (assumed),USA,USA,16,1,Others;,Others,,228,%,whole sample,4,4,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/77028085,http://dx.doi.org/10.1093/ntr/ntu137,,,,
94,2015,USA (assumed),USA,USA,16,1,Others;,Others,,41,%,wss use yes,5,5,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/77028085,http://dx.doi.org/10.1093/ntr/ntu137,,,,
95,2015,USA (assumed),USA,USA,16,1,Others;,Others,,187,%,wss use no,3,3,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/77028085,http://dx.doi.org/10.1093/ntr/ntu137,,,,
45,2015,USA,USA,USA,19,1,White;,White,,6415,num,,5417,84.4,https://tobaccocontrol.bmj.com/highwire/markup/145583/expansion?width=1000&height=500&iframe=true&postprocessors=highwire_tables%2Chighwire_reclass%2Chighwire_figures%2Chighwire_math%2Chighwire_inline_linked_media%2Chighwire_embed,http://dx.doi.org/10.1136/tobaccocontrol-2013-051255,,,,
46,2015,USA,USA,USA,19,1,White;,White,,22,%,support smoke-free laws in 0 venues,22.7,22.7,https://tobaccocontrol.bmj.com/highwire/markup/145583/expansion?width=1000&height=500&iframe=true&postprocessors=highwire_tables%2Chighwire_reclass%2Chighwire_figures%2Chighwire_math%2Chighwire_inline_linked_media%2Chighwire_embed,http://dx.doi.org/10.1136/tobaccocontrol-2013-051255,,,,
47,2015,USA,USA,USA,19,1,White;,White,,44,%,support smoke-free laws in 1–3 venues,45.7,45.7,https://tobaccocontrol.bmj.com/highwire/markup/145583/expansion?width=1000&height=500&iframe=true&postprocessors=highwire_tables%2Chighwire_reclass%2Chighwire_figures%2Chighwire_math%2Chighwire_inline_linked_media%2Chighwire_embed,http://dx.doi.org/10.1136/tobaccocontrol-2013-051255,,,,
48,2015,USA,USA,USA,19,1,White;,White,,34,%,support smoke-free laws in 4–6 venues,31.7,31.7,https://tobaccocontrol.bmj.com/highwire/markup/145583/expansion?width=1000&height=500&iframe=true&postprocessors=highwire_tables%2Chighwire_reclass%2Chighwire_figures%2Chighwire_math%2Chighwire_inline_linked_media%2Chighwire_embed,http://dx.doi.org/10.1136/tobaccocontrol-2013-051255,,,,
49,2015,USA,USA,USA,19,1,; Hispanic,Hispanic,,6415,num,,269,4.2,https://tobaccocontrol.bmj.com/highwire/markup/145583/expansion?width=1000&height=500&iframe=true&postprocessors=highwire_tables%2Chighwire_reclass%2Chighwire_figures%2Chighwire_math%2Chighwire_inline_linked_media%2Chighwire_embed,http://dx.doi.org/10.1136/tobaccocontrol-2013-051255,,,,
50,2015,USA,USA,USA,19,1,; Hispanic,Hispanic,,22,%,support smoke-free laws in 0 venues,12.5,12.5,https://tobaccocontrol.bmj.com/highwire/markup/145583/expansion?width=1000&height=500&iframe=true&postprocessors=highwire_tables%2Chighwire_reclass%2Chighwire_figures%2Chighwire_math%2Chighwire_inline_linked_media%2Chighwire_embed,http://dx.doi.org/10.1136/tobaccocontrol-2013-051255,,,,
51,2015,USA,USA,USA,19,1,; Hispanic,Hispanic,,44,%,support smoke-free laws in 1–3 venues,33.3,33.3,https://tobaccocontrol.bmj.com/highwire/markup/145583/expansion?width=1000&height=500&iframe=true&postprocessors=highwire_tables%2Chighwire_reclass%2Chighwire_figures%2Chighwire_math%2Chighwire_inline_linked_media%2Chighwire_embed,http://dx.doi.org/10.1136/tobaccocontrol-2013-051255,,,,
52,2015,USA,USA,USA,19,1,; Hispanic,Hispanic,,34,%,support smoke-free laws in 4–6 venues,54.2,54.2,https://tobaccocontrol.bmj.com/highwire/markup/145583/expansion?width=1000&height=500&iframe=true&postprocessors=highwire_tables%2Chighwire_reclass%2Chighwire_figures%2Chighwire_math%2Chighwire_inline_linked_media%2Chighwire_embed,http://dx.doi.org/10.1136/tobaccocontrol-2013-051255,,,,
53,2015,USA,USA,USA,19,1,Black or African American;,Black or African American,,6415,num,,543,8.5,https://tobaccocontrol.bmj.com/highwire/markup/145583/expansion?width=1000&height=500&iframe=true&postprocessors=highwire_tables%2Chighwire_reclass%2Chighwire_figures%2Chighwire_math%2Chighwire_inline_linked_media%2Chighwire_embed,http://dx.doi.org/10.1136/tobaccocontrol-2013-051255,,,,
